,car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
6368,Maruti Swift Dzire,12,58000,Dealer,Petrol,Manual,17.5,1298,85.8,5,220000
6369,Maruti Swift,7,29052,Dealer,Petrol,Manual,22.0,1197,81.8,5,385000
6370,Maruti Baleno,4,38000,Dealer,Petrol,Manual,21.4,1197,83.1,5,615000
6371,Volkswagen Polo,5,62000,Dealer,Diesel,Manual,20.14,1498,88.0,5,390000
6372,Hyundai Grand,4,25000,Dealer,Petrol,Manual,18.9,1197,81.86,5,495000
6373,Maruti Ciaz,2,9000,Dealer,Diesel,Manual,26.32,1498,93.87,5,925000
6374,Hyundai Verna,6,80000,Individual,Diesel,Automatic,19.08,1582,126.2,5,650000
6375,Ford Ecosport,6,58000,Dealer,Diesel,Manual,22.7,1498,89.84,5,525000
6376,Honda City,9,47000,Dealer,Petrol,Manual,17.0,1497,118.0,5,420000
6377,Maruti Wagon R,10,41000,Dealer,Petrol,Manual,20.51,998,67.04,5,210000
6378,Maruti Wagon R,7,58000,Dealer,Petrol,Manual,20.51,998,67.04,5,300000
6379,Maruti Swift,10,30000,Individual,Petrol,Manual,16.1,1197,85.0,5,410000
6380,Maruti Swift Dzire,9,87800,Individual,Diesel,Manual,19.3,1248,73.9,5,290000
6381,Mahindra Scorpio,2,41000,Dealer,Diesel,Manual,16.36,2179,120.0,7,1175000
6382,Honda City,7,53000,Dealer,Petrol,Manual,17.8,1497,117.3,5,625000
6383,Mahindra Scorpio,8,66000,Dealer,Diesel,Manual,12.05,2179,120.0,9,500000
6384,Ford Ecosport,2,40000,Individual,Diesel,Manual,23.0,1498,98.96,5,1100000
6385,Mahindra XUV500,4,18000,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1175000
6386,Maruti Swift,2,7200,Individual,Petrol,Automatic,21.21,1197,81.8,5,635000
6387,Hyundai i20,11,57000,Dealer,Petrol,Manual,18.5,1197,80.0,5,225000
6388,Mahindra XUV500,6,63000,Dealer,Diesel,Manual,15.1,2179,140.0,7,810000
6389,Hyundai Grand,7,28000,Dealer,Petrol,Manual,18.9,1197,82.0,5,365000
6390,Maruti Baleno,5,31600,Dealer,Petrol,Manual,21.4,1197,83.1,5,532000
6391,Maruti Vitara,4,45000,Dealer,Diesel,Manual,24.3,1248,88.5,5,835000
6392,Maruti Ertiga,4,50000,Dealer,Diesel,Manual,24.52,1248,88.5,7,710000
6393,Hyundai Verna,8,52000,Dealer,Diesel,Automatic,21.3,1493,113.42,5,445000
6394,Honda City,6,54000,Dealer,Petrol,Manual,17.8,1497,117.3,5,610000
6395,Maruti Ciaz,5,43000,Dealer,Diesel,Manual,26.21,1248,88.5,5,599000
6396,Honda City,2,25000,Individual,Petrol,Automatic,18.0,1497,117.6,5,1207000
6397,Honda City,5,26000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,835000
6398,Hyundai i20,7,110000,Individual,Petrol,Manual,18.6,1197,81.83,5,400000
6399,Honda City,10,65962,Dealer,Petrol,Manual,16.8,1497,116.4,5,301000
6400,Honda City,5,88000,Dealer,Petrol,Manual,17.4,1497,117.3,5,680000
6401,Hyundai Verna,9,64100,Dealer,Diesel,Manual,22.32,1582,126.3,5,350000
6402,Maruti Swift,7,80000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
6403,Maruti Ciaz,6,49000,Dealer,Diesel,Manual,28.09,1248,88.5,5,549000
6404,Maruti Swift Dzire,9,65000,Dealer,Petrol,Manual,19.1,1197,85.8,5,335000
6405,Hyundai i20,9,100000,Individual,Diesel,Manual,23.0,1396,90.0,5,300000
6406,Hyundai Creta,3,10000,Dealer,Diesel,Manual,22.1,1396,88.7,5,1050000
6407,Maruti Swift,2,20000,Dealer,Diesel,Manual,28.4,1248,74.0,5,675000
6408,Hyundai i20,10,60000,Dealer,Petrol,Manual,17.0,1197,80.0,5,265000
6409,Toyota Innova,7,98000,Dealer,Diesel,Manual,12.8,2494,102.0,7,750000
6410,Maruti Baleno,5,60000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,635000
6411,Honda Amaze,5,40000,Dealer,Petrol,Automatic,15.5,1198,86.7,5,474000
6412,Maruti Ertiga,7,19000,Dealer,Petrol,Manual,16.02,1373,93.7,7,524000
6413,Toyota Innova,8,66758,Dealer,Diesel,Manual,12.8,2494,102.0,7,750000
6414,Hyundai Verna,4,43000,Dealer,Petrol,Manual,17.0,1591,121.3,5,880000
6415,Hyundai i20,6,52900,Dealer,Diesel,Manual,23.0,1396,90.0,5,530000
6416,Hyundai i20,4,40000,Individual,Petrol,Manual,18.6,1197,81.83,5,450000
6417,Ford Ecosport,4,26100,Dealer,Diesel,Manual,23.0,1498,98.96,5,700000
6418,Honda Amaze,8,58000,Dealer,Diesel,Manual,25.8,1498,98.6,5,325000
6419,Maruti Vitara,3,34000,Dealer,Diesel,Manual,24.3,1248,88.5,5,795000
6420,Maruti Ertiga,4,40000,Dealer,Petrol,Manual,16.02,1373,93.7,7,675000
6421,Maruti Ciaz,5,20000,Individual,Diesel,Manual,28.09,1248,88.5,5,685000
6422,Maruti Ciaz,3,20000,Dealer,Diesel,Manual,28.09,1248,88.5,5,875000
6423,Maruti Swift Dzire,3,36787,Dealer,Petrol,Manual,22.0,1197,81.8,5,650000
6424,Maruti Swift Dzire,8,35000,Individual,Diesel,Manual,19.3,1248,73.9,5,400000
6425,Volkswagen Polo,8,61000,Dealer,Diesel,Manual,22.07,1199,73.9,5,278000
6426,Volkswagen Polo,8,56000,Dealer,Petrol,Manual,16.47,1198,73.9,5,355000
6427,Honda Amaze,8,67000,Individual,Diesel,Manual,25.8,1498,98.6,5,300000
6428,Ford Ecosport,8,49217,Dealer,Diesel,Manual,22.7,1498,89.84,5,475000
6429,Maruti Vitara,4,80000,Individual,Diesel,Manual,24.3,1248,88.5,5,815000
6430,Toyota Innova,4,65000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1430000
6431,Ford Figo,8,57642,Dealer,Diesel,Manual,20.0,1399,68.05,5,250000
6432,Maruti Swift,4,22400,Dealer,Petrol,Manual,20.4,1197,81.8,5,435000
6433,Maruti Alto,15,124000,Individual,Petrol,Manual,19.7,796,46.3,5,85000
6434,Honda City,5,51000,Dealer,Petrol,Manual,17.8,1497,117.3,5,670000
6435,Hyundai i20,4,34000,Dealer,Diesel,Manual,22.54,1396,88.73,5,675000
6436,Mahindra Scorpio,9,54000,Dealer,Diesel,Manual,12.05,2179,120.0,7,430000
6437,Maruti Swift Dzire,5,39100,Dealer,Petrol,Manual,20.85,1197,83.14,5,470000
6438,Maruti Baleno,3,12500,Dealer,Petrol,Manual,21.4,1197,83.1,5,581000
6439,Hyundai i10,8,15000,Individual,Petrol,Manual,19.81,1086,68.05,5,289000
6440,Maruti Vitara,4,57000,Dealer,Diesel,Manual,24.3,1248,88.5,5,795000
6441,Maruti Alto,12,35000,Individual,Petrol,Manual,19.7,796,46.3,5,100000
6442,Maruti Baleno,5,49700,Dealer,Diesel,Manual,27.39,1248,74.0,5,550000
6443,Maruti Vitara,3,29000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,890000
6444,Maruti Wagon R,3,40000,Individual,Petrol,Automatic,20.51,998,67.0,5,400000
6445,Mahindra Scorpio,4,60000,Individual,Diesel,Manual,16.36,2179,140.0,7,1250000
6446,Honda City,2,10000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,1350000
6447,Hyundai Grand,4,46000,Dealer,Petrol,Manual,18.9,1197,82.0,5,465000
6448,Honda Amaze,5,51000,Dealer,Petrol,Automatic,19.0,1199,88.76,5,575000
6449,Maruti Wagon R,7,85000,Dealer,Petrol,Manual,21.79,998,67.05,5,325000
6450,Maruti Ciaz,6,46000,Dealer,Petrol,Manual,20.73,1373,91.1,5,525000
6451,Toyota Innova,4,56000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1675000
6452,Maruti Wagon R,8,52000,Dealer,Petrol,Manual,18.9,998,67.1,5,270000
6453,Volkswagen Polo,6,90000,Individual,Diesel,Manual,20.14,1498,88.8,5,420000
6454,Maruti Baleno,2,9500,Dealer,Petrol,Manual,21.01,1197,81.8,5,585000
6455,Maruti Ciaz,5,69000,Dealer,Diesel,Manual,28.09,1248,88.5,5,650000
6456,Maruti Ciaz,4,28297,Dealer,Diesel,Manual,28.09,1248,88.5,5,775000
6457,Hyundai i20,10,57000,Dealer,Petrol,Manual,17.0,1197,80.0,5,259000
6458,Toyota Innova,2,22000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1885000
6459,Honda City,9,75000,Dealer,Petrol,Manual,17.4,1497,117.3,5,400000
6460,Hyundai Grand,6,44004,Dealer,Petrol,Manual,18.9,1197,82.0,5,400000
6461,Maruti Ciaz,6,39085,Dealer,Diesel,Manual,28.09,1248,88.5,5,525000
6462,Hyundai i10,10,66000,Dealer,Petrol,Manual,20.36,1197,78.9,5,210000
6463,Maruti Swift,6,60000,Individual,Diesel,Manual,25.2,1248,74.0,5,390000
6464,Maruti Swift Dzire,7,66251,Dealer,Petrol,Manual,19.1,1197,85.8,5,430000
6465,Toyota Innova,2,26000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1800000
6466,Toyota Innova,5,58000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1775000
6467,Toyota Innova,3,45000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1995000
6468,Mahindra Scorpio,3,57645,Dealer,Diesel,Manual,16.36,2179,120.0,7,1250000
6469,Hyundai i20,7,64000,Dealer,Diesel,Manual,22.54,1396,88.73,5,425000
6470,Hyundai Verna,8,83000,Dealer,Diesel,Automatic,19.08,1582,126.32,5,470000
6471,Volkswagen Polo,8,69000,Dealer,Petrol,Manual,16.47,1198,73.9,5,440000
6472,Honda Amaze,8,38872,Dealer,Petrol,Manual,18.6,1199,88.76,5,365000
6473,Hyundai i20,6,52000,Dealer,Petrol,Manual,18.6,1197,81.83,5,470000
6474,Maruti Alto,11,62000,Dealer,Petrol,Manual,19.7,796,46.3,5,160000
6475,Maruti Swift Dzire,6,44000,Individual,Petrol,Manual,19.1,1197,85.8,5,450000
6476,Hyundai i20,3,30000,Individual,Diesel,Manual,22.54,1396,88.73,5,731000
6477,Maruti Swift Dzire,8,77755,Dealer,Diesel,Manual,23.4,1248,74.0,5,375000
6478,Hyundai i20,5,55000,Dealer,Petrol,Manual,18.6,1197,81.83,5,490000
6479,Maruti Vitara,2,11000,Dealer,Diesel,Manual,24.3,1248,88.5,5,945000
6480,Honda City,7,96434,Dealer,Diesel,Manual,26.0,1498,98.6,5,450000
6481,Honda Amaze,8,33456,Dealer,Petrol,Automatic,15.5,1198,86.7,5,425000
6482,Ford Ecosport,8,35225,Dealer,Petrol,Manual,18.88,999,123.37,5,480000
6483,Hyundai i20,4,42000,Dealer,Petrol,Manual,18.6,1197,81.83,5,545000
6484,Hyundai Creta,3,40000,Dealer,Diesel,Manual,21.4,1493,113.42,5,1075000
6485,Hyundai Creta,6,45000,Dealer,Petrol,Manual,15.29,1591,121.3,5,875000
6486,Hyundai Grand,8,70000,Dealer,Diesel,Manual,24.0,1186,73.97,5,310000
6487,Renault KWID,2,13931,Dealer,Petrol,Manual,20.71,799,53.26,5,345000
6488,Honda City,5,40000,Dealer,Petrol,Manual,17.8,1497,117.3,5,690000
6489,Hyundai i20,6,33794,Dealer,Petrol,Manual,18.6,1197,81.83,5,525000
6490,Hyundai Verna,8,51000,Dealer,Petrol,Manual,17.1,1591,121.3,5,690000
6491,Hyundai Verna,12,55000,Dealer,Petrol,Manual,13.9,1599,103.2,5,235000
6492,Maruti Baleno,3,35833,Dealer,Petrol,Manual,21.4,1197,83.1,5,565000
6493,Maruti Swift,8,105000,Individual,Diesel,Manual,22.9,1248,74.0,5,320000
6494,Mahindra XUV500,8,69300,Dealer,Diesel,Manual,16.0,2179,140.0,7,575000
6495,Mahindra Scorpio,4,35000,Dealer,Diesel,Manual,15.4,1997,120.0,7,1290000
6496,Hyundai Creta,4,33000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1070000
6497,Hyundai i20,4,32000,Dealer,Petrol,Manual,18.6,1197,81.83,5,600000
6498,Maruti Wagon R,16,74000,Individual,Petrol,Manual,17.3,1061,64.0,5,74000
6499,Toyota Innova,5,50000,Dealer,Diesel,Manual,13.68,2393,147.51,7,1375000
6500,Toyota Innova,8,50000,Dealer,Diesel,Manual,12.99,2494,100.6,7,840000
6501,Hyundai i10,7,55000,Dealer,Petrol,Manual,20.36,1197,78.9,5,360000
6502,Hyundai i20,7,80000,Individual,Diesel,Manual,21.9,1396,88.8,5,300000
6503,Ford Figo,10,50000,Dealer,Petrol,Manual,15.6,1196,70.0,5,199000
6504,Maruti Swift,5,36000,Dealer,Petrol,Manual,20.4,1197,81.8,5,421000
6505,Hyundai i20,11,47000,Dealer,Petrol,Manual,17.0,1197,80.0,5,235000
6506,Maruti Alto,8,15000,Individual,Petrol,Manual,22.74,796,47.3,5,189000
6507,Honda Amaze,2,9800,Dealer,Petrol,Automatic,18.3,1199,88.76,5,750000
6508,Mahindra XUV500,2,22360,Dealer,Diesel,Automatic,15.1,2179,152.87,7,1475000
6509,Hyundai Verna,9,30917,Dealer,Diesel,Manual,22.32,1582,126.3,5,465000
6510,Mahindra XUV500,8,91000,Dealer,Diesel,Manual,16.0,2179,140.0,7,550000
6511,Maruti Vitara,5,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,700000
6512,Toyota Innova,8,80133,Dealer,Diesel,Manual,12.99,2494,100.6,8,650000
6513,Maruti Alto,4,50000,Individual,Petrol,Manual,23.95,998,67.05,5,298000
6514,Maruti Swift,11,75000,Dealer,Petrol,Manual,16.1,1197,85.0,5,240000
6515,Hyundai Grand,7,55000,Dealer,Diesel,Manual,24.0,1120,70.0,5,325000
6516,Hyundai i10,8,59654,Dealer,Petrol,Manual,19.81,1086,68.05,5,268000
6517,Maruti Wagon R,9,49000,Dealer,Petrol,Manual,20.51,998,67.04,5,231000
6518,Maruti Vitara,3,42000,Dealer,Diesel,Manual,24.3,1248,88.5,5,765000
6519,Honda City,10,72000,Individual,Petrol,Manual,17.0,1497,118.0,5,320000
6520,Maruti Wagon R,9,65000,Dealer,Petrol,Manual,21.79,998,67.05,5,230000
6521,Toyota Innova,4,65000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1550000
6522,Maruti Ertiga,4,50000,Dealer,Petrol,Manual,19.34,1462,103.0,7,750000
6523,Hyundai Verna,5,25000,Dealer,Diesel,Manual,23.9,1582,126.2,5,725000
6524,Maruti Baleno,5,33000,Individual,Petrol,Manual,21.4,1197,83.1,5,470000
6525,Maruti Vitara,3,10000,Dealer,Diesel,Manual,24.3,1248,88.5,5,825000
6526,Hyundai i20,9,55000,Dealer,Petrol,Manual,17.0,1197,80.0,5,324000
6527,Honda Amaze,5,52306,Dealer,Petrol,Manual,17.8,1198,86.7,5,465000
6528,Maruti Swift Dzire,4,19843,Dealer,Petrol,Automatic,22.0,1197,81.8,5,620000
6529,Honda Amaze,7,58000,Dealer,Diesel,Manual,25.8,1498,98.6,5,350000
6530,Mahindra XUV500,3,18000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1300000
6531,Maruti Ciaz,6,61000,Dealer,Diesel,Manual,26.21,1248,88.5,5,511000
6532,Honda Amaze,5,48000,Dealer,Petrol,Manual,18.6,1199,88.76,5,425000
6533,Honda City,11,57000,Dealer,Petrol,Automatic,16.8,1497,118.0,5,352000
6534,Maruti Wagon R,6,27000,Dealer,Petrol,Automatic,21.5,1197,81.8,5,395000
6535,Hyundai Verna,9,74100,Dealer,Petrol,Automatic,17.1,1591,121.4,5,450000
6536,Hyundai Verna,2,19608,Dealer,Petrol,Manual,17.0,1591,121.3,5,895000
6537,Maruti Baleno,3,15000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,700000
6538,Maruti Swift Dzire,6,57429,Dealer,Petrol,Manual,19.1,1197,85.8,5,450000
6539,Hyundai Creta,4,110000,Individual,Diesel,Manual,19.67,1582,126.2,5,1050000
6540,Hyundai Grand,2,11000,Dealer,Petrol,Manual,18.9,1197,81.86,5,490000
6541,Maruti Ertiga,8,90000,Individual,Diesel,Manual,20.77,1248,88.8,7,450000
6542,Honda City,6,80484,Dealer,Petrol,Automatic,18.0,1497,117.3,5,650000
6543,Maruti Swift Dzire,4,55000,Dealer,Petrol,Automatic,21.21,1197,81.8,5,590000
6544,Hyundai Grand,5,54540,Dealer,Petrol,Manual,18.9,1197,82.0,5,425000
6545,Ford Ecosport,6,80000,Individual,Diesel,Manual,22.77,1498,98.59,5,450000
6546,Maruti Swift Dzire,5,64000,Dealer,Petrol,Manual,22.0,1197,81.8,5,450000
6547,Ford Ecosport,8,47754,Dealer,Diesel,Manual,22.7,1498,89.84,5,480000
6548,Maruti Wagon R,7,86461,Dealer,Petrol,Manual,20.51,998,67.04,5,290000
6549,Renault KWID,3,40746,Dealer,Petrol,Manual,25.17,799,53.3,5,300000
6550,Hyundai i20,4,31000,Dealer,Petrol,Manual,18.6,1197,81.83,5,650000
6551,Ford Figo,8,44000,Dealer,Diesel,Manual,20.0,1399,68.1,5,235000
6552,Maruti Baleno,3,23000,Dealer,Petrol,Manual,21.01,1197,81.8,5,600000
6553,Honda City,9,100000,Individual,Petrol,Manual,16.8,1497,116.4,5,350000
6554,Maruti Swift,3,35759,Dealer,Petrol,Automatic,22.0,1197,81.8,5,595000
6555,Honda City,4,50000,Dealer,Petrol,Manual,17.4,1497,117.6,5,765000
6556,Ford Ecosport,3,19000,Dealer,Diesel,Manual,23.0,1498,98.96,5,950000
6557,Maruti Swift,7,42000,Dealer,Diesel,Manual,25.2,1248,74.0,5,365000
6558,Ford Ecosport,7,62091,Dealer,Diesel,Manual,22.7,1498,89.84,5,465000
6559,Maruti Ciaz,6,90000,Individual,Diesel,Manual,26.21,1248,88.5,5,500000
6560,Hyundai i10,9,47000,Dealer,Petrol,Automatic,16.95,1197,78.9,5,300000
6561,Maruti Baleno,4,36000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,600000
6562,Hyundai Creta,5,40000,Individual,Diesel,Manual,21.38,1396,88.7,5,775000
6563,Honda City,5,25000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,870000
6564,Honda Amaze,2,11000,Dealer,Diesel,Automatic,23.8,1498,78.9,5,900000
6565,Maruti Alto,8,13910,Dealer,Petrol,Manual,20.92,998,67.1,5,230000
6566,Maruti Wagon R,6,79855,Dealer,Petrol,Manual,20.51,998,67.04,5,347000
6567,Ford Ecosport,4,15800,Individual,Petrol,Manual,17.0,1497,121.31,5,785000
6568,Maruti Alto,10,22500,Dealer,Petrol,Manual,19.7,796,46.3,5,120000
6569,Hyundai Creta,5,63000,Dealer,Diesel,Manual,21.38,1396,88.7,5,750000
6570,Maruti Alto,15,20000,Individual,Petrol,Manual,19.7,796,46.3,5,85000
6571,Maruti Swift,3,16000,Dealer,Petrol,Manual,22.0,1197,81.8,5,525000
6572,Maruti Ciaz,4,64000,Dealer,Diesel,Manual,28.09,1248,88.5,5,710000
6573,Honda Amaze,6,40000,Dealer,Petrol,Manual,18.0,1198,86.7,5,425000
6574,Maruti Swift,8,58000,Dealer,Diesel,Manual,22.9,1248,74.0,5,360000
6575,Maruti Swift Dzire,7,38000,Dealer,Petrol,Manual,17.5,1298,85.8,5,435000
6576,Maruti Swift,6,50168,Dealer,Diesel,Manual,25.2,1248,74.0,5,450000
6577,Hyundai Grand,5,6600,Dealer,Petrol,Manual,18.9,1197,82.0,5,440000
6578,Hyundai Verna,4,28000,Dealer,Diesel,Manual,23.9,1582,126.2,5,825000
6579,Mahindra XUV500,7,58232,Dealer,Diesel,Manual,15.1,2179,140.0,7,625000
6580,Hyundai Grand,7,56000,Dealer,Diesel,Manual,24.0,1120,70.0,5,325000
6581,Maruti Swift,8,73536,Dealer,Diesel,Manual,22.9,1248,74.0,5,353000
6582,Ford Ecosport,8,47000,Dealer,Diesel,Manual,22.7,1498,89.84,5,460000
6583,Mahindra Scorpio,6,60000,Dealer,Diesel,Manual,15.4,2179,120.0,7,925000
6584,Hyundai Grand,4,37500,Dealer,Petrol,Manual,25.0,1197,82.0,5,485000
6585,Honda City,7,59000,Dealer,Diesel,Manual,25.1,1498,98.6,5,550000
6586,Volkswagen Polo,6,75000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,525000
6587,Hyundai i20,3,41000,Dealer,Petrol,Manual,18.6,1197,81.83,5,579000
6588,Honda City,1,4600,Dealer,Petrol,Manual,17.8,1498,119.35,5,1175000
6589,Maruti Ertiga,8,68000,Dealer,Petrol,Manual,16.02,1373,93.7,7,495000
6590,Hyundai Grand,7,25000,Dealer,Petrol,Manual,18.9,1197,82.0,5,500000
6591,Maruti Swift,15,84800,Dealer,Petrol,Manual,16.1,1197,85.0,5,185000
6592,Mahindra Scorpio,5,30000,Dealer,Diesel,Manual,15.4,2179,120.0,7,1000000
6593,Honda Amaze,4,32000,Dealer,Petrol,Manual,17.8,1198,86.7,5,495000
6594,Volkswagen Polo,4,35000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,735000
6595,Honda Amaze,6,42000,Individual,Petrol,Manual,18.0,1198,86.7,5,390000
6596,Maruti Baleno,4,70000,Individual,Petrol,Manual,21.4,1197,83.1,5,500000
6597,Ford Ecosport,7,81360,Dealer,Diesel,Manual,22.7,1498,89.84,5,451000
6598,Maruti Swift Dzire,10,62000,Dealer,Petrol,Manual,17.5,1298,85.8,5,250000
6599,Hyundai i20,9,42000,Dealer,Diesel,Manual,21.9,1396,90.0,5,275000
6600,Mahindra XUV500,2,25000,Individual,Diesel,Automatic,15.1,2179,152.87,7,1800000
6601,Maruti Baleno,6,30000,Dealer,Petrol,Manual,21.4,1197,83.1,5,520000
6602,Maruti Vitara,3,52000,Dealer,Diesel,Manual,24.3,1248,88.5,5,745000
6603,Maruti Vitara,4,68100,Dealer,Diesel,Manual,24.3,1248,88.5,5,675000
6604,Maruti Swift Dzire,10,62000,Dealer,Diesel,Manual,19.3,1248,73.9,5,265000
6605,Maruti Baleno,5,47061,Dealer,Petrol,Automatic,21.4,1197,83.1,5,655000
6606,Renault KWID,4,43616,Dealer,Petrol,Manual,25.17,799,53.3,5,290000
6607,Hyundai Verna,6,43000,Dealer,Petrol,Manual,17.43,1396,105.5,5,580000
6608,Maruti Baleno,5,92000,Dealer,Petrol,Manual,21.4,1197,83.1,5,570000
6609,Hyundai Grand,5,54000,Dealer,Diesel,Manual,24.0,1120,70.0,5,465000
6610,Honda City,9,47000,Dealer,Petrol,Manual,17.0,1497,118.0,5,425000
6611,Hyundai Creta,5,52000,Dealer,Petrol,Manual,13.0,1591,121.3,5,925000
6612,Volkswagen Polo,10,62000,Dealer,Petrol,Manual,16.47,1198,73.9,5,315000
6613,Ford Ecosport,7,65554,Dealer,Diesel,Manual,22.7,1498,89.84,5,565000
6614,Maruti Swift Dzire,7,75854,Dealer,Diesel,Manual,23.4,1248,74.0,5,341000
6615,Maruti Swift Dzire,4,26000,Dealer,Petrol,Automatic,18.5,1197,83.14,5,645000
6616,Hyundai i20,6,52000,Dealer,Petrol,Manual,18.6,1197,81.83,5,486000
6617,Honda Amaze,2,35000,Individual,Petrol,Manual,19.5,1199,88.76,5,550000
6618,Mahindra XUV500,4,65000,Dealer,Diesel,Automatic,16.0,1997,140.0,7,1175000
6619,Honda Amaze,2,19000,Dealer,Petrol,Manual,17.8,1198,86.7,5,580000
6620,Maruti Swift,7,70000,Individual,Diesel,Manual,25.2,1248,74.0,5,365000
6621,Hyundai i20,5,29842,Dealer,Petrol,Manual,18.5,1197,82.9,5,499000
6622,Maruti Vitara,3,35000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,835000
6623,Hyundai Grand,6,147000,Individual,Diesel,Manual,24.0,1120,70.0,5,350000
6624,Honda City,3,26000,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1075000
6625,Maruti Swift Dzire,8,78000,Dealer,Diesel,Manual,23.4,1248,74.0,5,325000
6626,Hyundai i20,7,50000,Dealer,Diesel,Manual,21.9,1396,88.76,5,500000
6627,Mahindra XUV500,8,50000,Individual,Diesel,Manual,15.1,2179,140.0,7,600000
6628,Maruti Wagon R,11,60000,Individual,Petrol,Manual,18.9,1061,67.0,5,150000
6629,Honda City,8,35000,Dealer,Petrol,Manual,17.0,1497,118.0,5,495000
6630,Hyundai Verna,4,62000,Dealer,Diesel,Manual,23.9,1582,126.2,5,760000
6631,Hyundai i20,7,70000,Dealer,Diesel,Manual,22.54,1396,88.76,5,340000
6632,Hyundai Verna,3,43000,Dealer,Petrol,Manual,17.0,1591,121.3,5,940000
6633,Toyota Innova,4,51000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1590000
6634,Renault KWID,3,33124,Dealer,Petrol,Manual,25.17,799,53.3,5,335000
6635,Hyundai Creta,2,1470,Dealer,Petrol,Manual,15.8,1591,121.3,5,1290000
6636,Maruti Swift,7,73956,Dealer,Diesel,Manual,25.2,1248,74.0,5,378000
6637,Maruti Wagon R,7,64000,Dealer,Petrol,Manual,18.9,998,67.1,5,265000
6638,Maruti Alto,6,15000,Dealer,Petrol,Manual,22.74,796,47.3,5,275000
6639,Hyundai i10,9,73500,Dealer,Petrol,Manual,19.81,1086,68.05,5,235000
6640,Maruti Ciaz,7,49000,Dealer,Petrol,Manual,20.73,1373,91.2,5,626000
6641,Honda City,4,35000,Dealer,Petrol,Manual,17.8,1497,117.3,5,725000
6642,Hyundai i20,8,80849,Dealer,Diesel,Manual,22.54,1396,88.76,5,290000
6643,Maruti Baleno,4,24000,Dealer,Petrol,Manual,21.01,1197,81.8,5,675000
6644,Honda City,6,71678,Dealer,Diesel,Manual,25.1,1498,98.6,5,610000
6645,Maruti Swift,5,65000,Dealer,Petrol,Manual,18.6,1197,85.8,5,465000
6646,Maruti Vitara,5,60000,Dealer,Diesel,Manual,24.3,1248,88.5,5,685000
6647,Maruti Swift,8,30500,Dealer,Petrol,Manual,22.0,1197,81.8,5,385000
6648,Maruti Wagon R,4,47000,Individual,Petrol,Automatic,20.51,998,67.0,5,390000
6649,Ford Ecosport,5,37000,Dealer,Petrol,Manual,15.85,1499,110.4,5,675000
6650,Honda Amaze,1,3000,Dealer,Petrol,Manual,19.5,1199,88.76,5,715000
6651,Toyota Innova,2,27000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,2225000
6652,Hyundai Creta,6,65000,Dealer,Diesel,Automatic,17.6,1582,126.2,5,835000
6653,Ford Ecosport,2,16000,Dealer,Petrol,Manual,17.0,1497,121.31,5,925000
6654,Maruti Swift Dzire,4,25000,Dealer,Diesel,Manual,28.4,1248,74.02,5,650000
6655,Hyundai Creta,3,60000,Individual,Diesel,Manual,22.1,1396,88.7,5,875000
6656,Maruti Ertiga,4,44000,Dealer,Diesel,Manual,24.52,1248,88.5,7,725000
6657,Honda City,6,89000,Dealer,Diesel,Manual,26.0,1498,98.6,5,549000
6658,Maruti Ciaz,4,29000,Dealer,Petrol,Manual,20.73,1373,91.2,5,750000
6659,Maruti Swift,4,43733,Dealer,Petrol,Manual,20.4,1197,81.8,5,489000
6660,Maruti Baleno,2,10000,Dealer,Petrol,Automatic,19.56,1197,81.8,5,781000
6661,Hyundai i20,8,65001,Dealer,Diesel,Manual,21.9,1396,88.76,5,349000
6662,Maruti Swift Dzire,9,90000,Individual,Petrol,Manual,17.5,1298,85.8,5,350000
6663,Honda City,2,12000,Dealer,Petrol,Automatic,17.4,1497,117.6,5,1350000
6664,Honda City,4,53000,Dealer,Petrol,Manual,17.4,1497,117.6,5,880000
6665,Honda Amaze,4,51000,Individual,Petrol,Manual,17.8,1198,86.7,5,600000
